Contact Id,Gift Date
304,12/31/2020
570,10/19/2021
2810,12/20/2021
2397,10/12/2021
1964,4/24/2020
609,9/27/2021
474,12/31/2020
570,9/21/2021
570,12/27/2021
765,10/27/2020
2996,12/31/2020
304,6/7/2022
425,12/18/2020
1312,11/16/2021
304,4/24/2020
569,10/27/2020
2870,3/21/2022
937,2/11/2021
1136,1/19/2022
2812,3/12/2019
3019,11/24/2020
434,4/9/2021
570,7/31/2020
569,4/25/2022
304,9/3/2020
368,12/31/2020
304,4/24/2020
895,12/27/2021
569,2/15/2022
304,10/22/2020
3048,4/9/2021
518,12/27/2021
569,4/9/2021
304,4/12/2022
472,12/31/2020
1334,7/31/2020
493,1/21/2021
420,4/24/2020
569,5/13/2021
3003,2/11/2021
2865,10/27/2020
414,7/27/2021
569,5/23/2022
474,1/19/2022
570,2/15/2022
569,1/21/2020
3039,6/30/2020
3019,11/22/2021
2335,1/21/2021
474,3/21/2022
330,10/12/2021
445,2/26/2021
570,6/9/2021
304,11/22/2021
569,6/30/2020
600,1/21/2020
1180,10/25/2021
304,4/25/2022
569,6/7/2022
570,4/25/2022
2851,4/9/2021
4,10/4/2021
788,12/18/2020
3339,4/12/2022
771,4/27/2021
570,9/21/2021
569,1/24/2022
2822,4/24/2020
3019,4/24/2020
864,2/15/2022
569,9/21/2021
3006,1/24/2022
289,12/31/2020
864,1/21/2020
3040,9/4/2019
407,10/27/2020
569,7/27/2021
570,6/30/2020
1160,3/21/2022
569,7/21/2021
304,11/22/2021
407,12/20/2021
570,8/18/2021
2378,11/24/2020
2775,12/27/2021
304,12/27/2021
945,1/21/2021
2335,10/4/2021
569,12/31/2020
3019,6/9/2021
831,4/24/2020
3327,12/14/2021
1214,12/14/2021
570,4/24/2020
3021,4/24/2020
3039,12/27/2021
570,3/7/2022
1101,10/4/2021
570,11/8/2021
784,4/23/2021
304,6/29/2021
2378,10/19/2021
301,12/27/2021
1160,10/4/2021
1185,9/27/2021
3040,6/30/2020
408,11/2/2021
370,10/12/2021
414,6/6/2021
304,7/27/2021
570,12/14/2021
304,7/31/2020
2812,4/9/2021
3033,1/30/2020
304,12/30/2020
1180,7/21/2021
569,10/4/2021
569,8/18/2021
304,2/15/2022
745,1/21/2020
304,1/21/2020
569,8/9/2021
2864,6/9/2021
2816,4/24/2020
2812,3/7/2014
301,12/31/2020
360,12/31/2020
839,8/17/2021
413,10/16/2017
1323,2/25/2017
464,7/1/2018
468,8/17/2019
1320,4/16/2019
14,6/19/2017
339,12/29/2021
227,8/15/2020
840,2/5/2020
16,5/2/2018
354,3/28/2019
840,11/2/2017
14,7/19/2018
1667,9/27/2016
1401,9/17/2017
1320,3/16/2021
463,1/2/2021
227,6/15/2022
413,7/11/2017
1401,12/17/2016
840,12/25/2020
277,11/3/2016
14,5/19/2017
832,2/13/2013
2632,6/1/2018
2632,3/1/2021
284,2/17/2020
672,12/14/2021
1428,7/17/2018
1667,7/27/2017
512,12/23/2016
1401,3/17/2018
1414,10/3/2021
304,4/26/2014
2089,6/30/2022
305,7/28/2020
2297,8/1/2017
840,6/5/2022
304,12/26/2013
2395,6/6/2022
47,11/18/2016
2245,8/5/2019
1742,2/19/2017
753,9/10/2019
2802,2/28/2019
25,3/26/2016
1467,7/16/2019
511,9/1/2019
1323,1/25/2022
524,2/16/2019
835,2/6/2018
787,12/28/2021
464,6/1/2020
1916,12/25/2016
2657,1/13/2022
16,4/22/2020
863,9/30/2015
2297,9/1/2018
468,12/17/2017
511,8/1/2017
2802,9/27/2017
1467,9/16/2020
863,9/30/2013
531,2/24/2019
476,12/16/2013
840,1/5/2017
518,9/19/2017
839,3/17/2018
1007,12/1/2018
845,12/17/2021
2395,5/6/2022
486,1/3/2011
2089,6/30/2019
326,12/30/2017
16,12/22/2016
304,12/26/2014
1401,5/17/2017
2043,10/18/2017
1499,3/9/2021
1401,5/17/2018
1414,10/3/2020
935,1/24/2013
3042,12/22/2021
442,12/22/2021
553,6/30/2022
1556,10/26/2015
557,3/5/2019
840,6/5/2020
1414,5/3/2015
452,10/4/2016
2297,7/1/2018
1356,2/20/2019
2326,4/19/2018
476,5/10/2015
2562,10/16/2020
995,9/19/2019
840,12/5/2016
833,6/29/2017
413,1/6/2015
3042,9/24/2021
534,2/28/2013
47,2/18/2020
600,3/15/2022
524,2/16/2020
835,5/6/2022
835,5/6/2015
304,10/28/2015
468,10/15/2014
2313,3/5/2017
1007,10/1/2019
470,7/22/2018
470,3/22/2019
1536,6/28/2018
2719,12/27/2021
840,2/5/2018
2297,3/1/2020
468,3/29/2010
305,6/28/2022
2372,12/24/2021
1667,5/27/2017
452,7/4/2020
1556,3/26/2015
1143,10/2/2021
1352,5/17/2021
354,3/28/2016
1001,5/17/2022
304,3/26/2014
277,4/11/2017
782,12/22/2020
2245,9/5/2018
518,4/19/2019
1667,6/27/2021
863,4/30/2015
537,3/20/2015
2212,2/15/2019
2632,10/1/2021
2802,1/25/2019
1667,3/27/2021
463,4/2/2019
833,9/29/2018
227,9/15/2020
1394,8/16/2020
1394,5/16/2019
1320,9/16/2021
1667,3/27/2018
1742,2/19/2020
2632,6/1/2022
16,4/22/2019
485,1/9/2016
833,4/29/2018
1885,5/5/2019
1929,5/1/2018
537,8/31/2017
840,5/5/2021
1195,6/4/2022
518,5/19/2019
2245,11/5/2019
742,2/27/2017
511,9/3/2016
1001,6/17/2022
2326,8/19/2016
572,7/27/2018
511,10/1/2017
46,10/18/2017
47,7/18/2018
2245,5/5/2019
305,2/28/2021
16,11/22/2018
1007,8/1/2016
463,7/2/2018
464,8/1/2021
511,4/1/2021
284,2/17/2022
1667,6/27/2018
2297,10/1/2018
534,9/24/2018
537,1/24/2013
463,11/2/2020
1414,6/3/2014
840,2/5/2017
2297,7/1/2021
2657,2/15/2018
1329,11/7/2017
464,7/1/2016
47,5/18/2017
845,9/17/2020
1320,5/16/2022
537,9/4/2012
277,2/27/2017
553,3/30/2021
1499,8/9/2021
1001,1/17/2022
2395,2/6/2017
14,11/19/2017
452,11/3/2021
1219,6/4/2022
1323,6/25/2013
1015,4/1/2018
1007,9/1/2021
1381,7/6/2020
498,2/13/2014
1381,8/6/2017
845,1/17/2020
1667,12/27/2018
354,5/17/2019
2212,9/15/2019
47,1/18/2020
485,6/9/2014
2999,10/1/2016
2802,7/24/2018
485,6/9/2022
995,12/19/2016
2395,10/6/2020
2504,4/16/2022
284,5/17/2020
1467,11/19/2016
840,7/5/2020
844,1/24/2020
1428,5/17/2017
833,10/4/2020
2632,10/1/2016
834,12/23/2021
1929,3/1/2016
2802,7/27/2017
1394,4/16/2017
518,3/19/2017
1356,6/20/2017
1467,9/16/2019
2008,12/19/2020
1553,3/15/2022
840,6/5/2019
995,6/19/2017
354,6/17/2020
1414,10/3/2014
2395,6/6/2021
305,6/28/2018
1667,5/27/2021
524,2/16/2021
464,8/1/2016
1320,8/16/2021
835,6/6/2018
2802,12/28/2017
354,1/28/2020
1329,4/7/2020
840,8/9/2016
1414,10/3/2017
1356,10/20/2016
468,9/17/2017
1996,12/27/2021
537,9/20/2012
284,1/17/2022
1858,3/1/2018
1859,9/2/2018
840,10/2/2017
1001,2/17/2022
2802,9/28/2017
2212,2/15/2018
1885,7/5/2017
305,1/4/2022
1320,2/16/2021
537,5/30/2014
1001,6/17/2018
511,5/1/2020
511,3/16/2014
470,6/22/2018
863,1/30/2017
839,6/4/2022
1667,2/27/2021
2297,4/1/2017
2212,7/15/2017
2395,10/6/2018
1667,6/27/2017
463,9/2/2020
895,6/26/2019
743,3/19/2019
354,1/17/2018
840,4/5/2018
1667,12/27/2021
1667,8/27/2018
560,5/2/2018
1330,3/15/2022
1329,1/7/2021
304,11/26/2013
485,5/9/2013
863,12/30/2013
537,6/22/2017
485,9/9/2014
2297,7/1/2017
1381,6/6/2019
511,1/1/2017
1556,12/26/2015
1015,12/1/2018
485,7/9/2019
1381,11/6/2018
524,8/16/2020
1352,7/17/2020
284,7/17/2017
486,12/28/2017
498,1/13/2014
452,9/3/2021
277,2/11/2017
829,12/29/2014
2008,9/19/2021
464,2/11/2013
839,6/17/2021
1356,10/20/2019
2208,4/7/2021
354,2/28/2016
2632,1/1/2017
1394,6/16/2017
2212,7/15/2019
995,6/19/2018
995,5/19/2021
413,2/6/2014
2562,11/16/2017
468,7/15/2016
1467,5/16/2018
512,7/23/2017
2632,10/1/2020
227,12/15/2020
2008,10/19/2021
845,10/17/2020
2275,11/23/2016
511,11/16/2015
277,2/3/2017
2632,3/1/2020
2043,2/18/2018
468,5/17/2018
485,10/9/2020
935,5/2/2018
413,1/11/2018
354,10/28/2015
534,8/22/2016
1356,10/20/2021
864,12/29/2015
2044,11/27/2018
464,12/1/2020
2632,4/6/2020
833,10/29/2021
1859,5/2/2021
863,12/30/2017
845,12/17/2018
1742,9/19/2019
354,11/28/2018
1467,5/16/2019
839,4/17/2021
2632,2/1/2017
995,9/19/2016
2390,8/17/2021
1320,12/16/2017
1981,1/2/2022
284,4/17/2022
305,3/28/2019
1323,8/27/2018
2703,3/24/2021
559,5/2/2018
2089,4/30/2020
518,2/19/2017
1742,4/19/2018
452,2/4/2020
47,12/18/2017
470,10/22/2018
1885,10/5/2019
2155,7/21/2016
835,10/6/2018
1320,6/16/2022
1401,8/17/2017
840,12/5/2018
14,4/19/2017
835,3/6/2014
458,12/31/2016
1007,7/1/2017
463,4/2/2021
524,4/16/2018
59,10/1/2016
2297,8/1/2021
468,5/17/2019
1007,4/1/2017
1001,1/17/2019
511,6/16/2015
524,7/16/2021
2392,4/26/2019
845,10/17/2021
468,11/17/2017
2313,7/5/2017
3042,4/21/2022
846,7/10/2019
1381,12/6/2018
2395,11/3/2016
478,6/14/2018
1323,10/25/2017
2043,12/18/2017
1015,7/6/2020
485,4/9/2015
2212,3/15/2020
511,1/16/2014
354,2/28/2021
995,4/19/2022
1323,8/25/2020
2089,6/30/2020
835,7/6/2015
537,11/1/2013
1320,3/16/2021
1323,6/25/2017
537,8/27/2015
1428,6/17/2018
511,7/16/2015
2703,8/24/2021
2212,10/15/2017
1356,7/20/2021
1401,11/17/2016
3042,5/23/2022
2326,2/25/2021
47,8/18/2021
2562,6/16/2017
305,1/28/2021
452,9/4/2015
534,10/22/2019
1414,6/3/2021
511,2/1/2018
284,11/17/2021
464,12/1/2017
833,11/29/2016
1401,1/17/2017
782,4/6/2022
2212,4/15/2017
1320,6/16/2018
1329,11/8/2018
485,9/9/2016
472,3/19/2019
485,2/9/2016
470,5/22/2019
833,7/29/2017
2313,2/5/2017
537,1/23/2014
2657,8/15/2018
1323,5/25/2018
485,4/9/2020
439,12/30/2018
863,4/30/2017
2043,9/18/2017
1381,2/6/2020
845,11/24/2013
839,9/17/2020
1320,8/16/2020
2703,7/24/2021
2245,2/5/2017
534,11/16/2017
1858,9/1/2018
406,12/31/2015
1401,4/17/2017
470,5/22/2018
2632,12/1/2020
16,5/22/2022
464,8/1/2019
1428,10/17/2019
284,6/17/2018
511,6/1/2020
1885,12/5/2020
863,11/30/2015
2703,5/24/2019
1428,11/17/2016
2313,9/5/2016
464,10/1/2019
641,3/19/2019
2632,5/1/2020
812,6/4/2022
518,5/19/2017
2802,4/28/2020
2043,9/18/2018
995,2/19/2020
1394,7/16/2017
833,2/28/2021
1858,8/1/2017
1006,7/1/2017
1356,3/20/2022
537,1/3/2014
485,6/9/2017
2395,8/6/2021
2370,11/27/2018
1858,2/16/2017
354,10/17/2019
1667,1/27/2017
835,2/6/2016
1394,10/16/2021
3042,6/24/2022
1195,3/14/2022
1323,10/25/2018
2395,3/6/2022
835,3/6/2018
840,12/31/2018
895,9/27/2020
839,7/17/2021
284,7/17/2019
2008,8/19/2018
537,9/18/2015
463,5/2/2020
840,8/5/2017
2632,5/1/2019
1859,1/2/2019
1394,6/16/2022
1742,3/19/2020
1428,2/17/2018
1001,7/17/2021
354,12/17/2020
468,6/15/2015
2395,7/6/2020
1186,9/20/2021
2326,10/19/2016
304,3/30/2017
2562,5/16/2019
1015,6/10/2021
782,11/13/2021
835,9/6/2020
482,10/13/2012
1320,8/16/2017
1329,3/14/2022
46,3/18/2017
1556,1/26/2016
2632,7/1/2018
1001,10/17/2017
1332,4/16/2022
1556,5/26/2016
518,11/19/2017
354,9/17/2018
454,10/22/2016
2657,2/13/2022
835,1/6/2022
1352,5/17/2017
1381,1/6/2017
1394,4/16/2020
1320,2/16/2018
518,2/19/2020
1195,4/26/2022
2707,12/20/2021
47,2/18/2018
845,12/22/2021
1467,10/16/2017
470,7/22/2020
1320,9/16/2020
2275,2/23/2017
16,2/22/2020
452,10/4/2020
2378,3/19/2019
835,1/6/2018
995,6/19/2020
220,4/23/2022
304,1/26/2015
2008,1/19/2022
284,3/17/2021
485,11/9/2020
2008,7/19/2018
537,5/26/2016
485,8/9/2017
840,8/2/2017
839,8/17/2018
1667,2/27/2022
326,12/31/2013
840,8/5/2020
2313,5/5/2018
2089,9/30/2019
1329,6/7/2018
304,8/27/2015
537,2/19/2014
839,11/17/2021
485,8/9/2021
995,3/19/2022
1001,8/17/2020
2043,6/18/2019
1414,7/3/2019
846,9/10/2018
63,12/7/2016
534,1/25/2019
1929,10/1/2017
452,6/4/2017
2245,11/5/2021
534,1/25/2019
2196,4/18/2017
1356,8/20/2018
1499,2/9/2021
1001,8/17/2021
524,6/16/2019
1499,6/9/2021
305,7/28/2018
2089,3/31/2018
782,11/7/2016
227,11/15/2020
2212,2/15/2022
511,2/16/2015
753,10/1/2016
537,6/30/2011
1320,9/16/2019
2657,5/15/2019
1859,11/2/2021
2043,5/18/2018
840,2/5/2017
2703,6/24/2021
2212,6/15/2019
511,5/16/2014
835,8/6/2014
1356,4/20/2018
261,10/21/2021
840,5/5/2018
1323,4/25/2019
1414,3/3/2022
839,12/17/2020
2657,7/15/2019
2008,5/19/2021
36,10/7/2019
470,2/22/2019
845,5/17/2021
2802,1/31/2018
354,9/28/2021
1001,3/17/2018
524,12/16/2021
839,12/17/2021
1007,3/1/2021
863,12/30/2015
2089,3/1/2017
2744,12/5/2016
1929,4/1/2017
1667,9/27/2020
1667,10/27/2017
758,3/14/2022
839,2/17/2020
2802,9/24/2018
2008,2/19/2021
534,12/16/2017
2245,2/5/2022
2008,11/19/2017
1414,2/3/2019
1313,11/30/2021
2395,6/6/2017
2212,3/15/2019
1885,11/5/2017
846,2/10/2019
995,9/19/2018
227,3/15/2022
476,11/18/2014
1320,7/16/2019
511,11/16/2014
2089,1/31/2020
782,3/10/2022
468,12/15/2014
553,7/30/2021
1885,8/19/2021
511,4/16/2015
2212,6/15/2017
1320,8/16/2017
840,5/5/2018
833,4/29/2020
2212,12/17/2018
420,11/29/2021
1885,12/13/2021
2802,10/25/2018
743,12/14/2021
470,4/22/2021
534,6/25/2018
413,2/11/2017
1381,6/6/2020
1401,12/17/2018
534,8/29/2017
2395,9/6/2019
1007,8/1/2017
2196,6/18/2017
1742,5/19/2020
531,10/16/2020
468,4/17/2021
464,1/1/2017
227,9/15/2019
305,7/28/2021
468,1/17/2021
1356,6/20/2019
995,6/19/2019
833,12/29/2021
1499,11/9/2021
1894,2/17/2018
284,6/17/2022
485,1/9/2017
1320,6/16/2018
1352,7/17/2019
3332,12/31/2021
1352,8/17/2019
2405,2/28/2015
413,11/6/2014
1352,1/17/2021
2657,3/13/2022
1859,4/2/2021
2212,11/15/2019
1414,8/3/2017
61,10/21/2016
845,8/17/2019
553,6/30/2021
354,6/28/2019
2275,8/23/2016
537,11/26/2014
1320,5/16/2021
2632,8/1/2016
470,6/22/2021
468,3/17/2019
1858,11/19/2016
47,1/18/2022
1742,10/19/2018
16,1/22/2021
1467,1/16/2018
534,2/23/2018
2245,12/14/2021
452,7/4/2019
511,11/1/2020
833,3/1/2017
1428,5/17/2020
835,9/6/2018
1356,12/20/2016
432,12/19/2014
2703,10/24/2020
1323,10/25/2013
2802,3/22/2017
1667,7/27/2020
2245,3/5/2017
452,3/23/2021
2313,6/5/2018
2562,1/16/2018
840,9/5/2021
2395,3/3/2015
454,12/3/2018
1320,10/16/2021
1742,9/19/2020
1467,12/16/2016
553,1/30/2021
354,10/28/2017
840,9/5/2016
2008,3/19/2018
354,3/28/2021
354,5/28/2014
1894,7/17/2020
2632,2/1/2018
840,3/5/2019
452,10/3/2021
463,6/2/2022
2657,5/15/2021
1007,10/1/2020
995,8/19/2019
354,6/28/2018
1414,8/3/2016
1414,6/3/2019
1428,10/17/2017
840,8/12/2020
863,3/30/2017
452,3/3/2022
452,10/4/2019
511,6/1/2021
1929,6/1/2022
470,7/22/2019
485,3/17/2022
511,1/3/2016
1742,6/19/2018
1352,6/17/2017
835,6/6/2021
962,7/4/2018
1352,8/17/2021
2008,1/19/2018
1499,10/9/2021
413,3/24/2016
333,1/2/2019
1414,9/3/2017
2308,10/27/2016
1356,5/20/2021
468,5/15/2016
464,5/1/2019
452,5/3/2021
534,5/29/2020
485,5/9/2021
825,11/18/2018
16,11/22/2020
821,5/8/2013
2632,9/1/2016
463,2/2/2019
863,11/30/2014
1394,4/16/2019
1323,12/25/2018
1414,7/3/2014
840,4/5/2019
485,6/9/2015
1467,4/16/2018
1323,4/25/2014
284,11/17/2016
2212,10/15/2018
511,2/1/2017
343,1/10/2016
511,1/16/2015
485,12/9/2020
227,9/15/2017
354,8/28/2019
354,9/28/2015
439,12/21/2017
1414,3/3/2016
871,10/8/2021
833,5/29/2022
16,3/22/2017
439,12/31/2012
835,3/6/2019
1352,11/17/2017
518,12/21/2012
2043,1/18/2017
1356,3/20/2019
2297,1/1/2018
2245,2/5/2021
1320,5/16/2018
227,6/15/2019
16,12/22/2017
1859,5/2/2020
50,12/11/2017
1329,9/7/2021
1323,3/25/2019
833,4/16/2020
1556,7/26/2015
1352,3/17/2019
1929,8/1/2016
1352,3/17/2020
480,12/18/2018
943,5/8/2013
2562,9/16/2021
1858,6/1/2017
962,6/4/2018
2212,8/15/2020
1323,5/25/2017
1329,3/7/2019
462,11/3/2011
227,4/15/2021
835,11/6/2019
1394,2/16/2018
845,1/17/2018
2008,5/19/2018
2245,3/5/2022
2313,11/5/2016
1428,2/17/2019
304,12/21/2017
1352,4/17/2017
31,12/10/2021
1381,12/6/2021
840,3/5/2021
452,7/4/2018
1929,1/1/2022
1394,5/16/2018
277,12/3/2016
2313,2/5/2018
2657,12/15/2020
534,4/29/2019
16,10/22/2019
468,2/17/2017
367,7/7/2010
840,1/5/2019
2043,11/18/2017
2212,11/15/2016
413,3/6/2014
1320,12/16/2020
277,4/3/2017
573,8/16/2018
284,12/17/2018
1356,11/20/2017
464,12/9/2021
962,5/4/2018
354,5/17/2020
1323,9/25/2019
1001,10/17/2020
534,7/27/2017
995,5/19/2020
995,11/19/2017
2395,7/6/2017
534,2/27/2020
1859,10/2/2017
464,1/1/2022
458,7/30/2021
1414,9/3/2019
463,9/2/2018
1007,8/1/2019
1394,1/16/2017
1323,11/17/2015
1323,7/25/2015
1428,4/17/2017
14,10/19/2017
1006,9/1/2016
511,12/1/2021
1667,1/27/2021
1001,6/17/2017
2395,9/3/2016
1414,9/3/2014
485,1/9/2015
1894,8/17/2020
284,12/17/2017
2703,2/24/2021
1381,9/6/2020
777,2/9/2021
2657,3/15/2019
2008,11/19/2021
2632,10/1/2018
442,2/14/2013
485,7/9/2016
840,3/6/2019
962,12/4/2017
840,9/5/2019
833,6/29/2020
2657,3/15/2018
305,10/28/2020
871,11/11/2012
846,6/10/2020
1329,12/31/2012
840,10/5/2017
468,5/2/2018
2632,5/1/2017
835,11/6/2018
284,4/17/2019
1352,6/17/2019
1885,11/13/2021
2326,11/25/2021
1467,3/16/2022
452,4/4/2019
468,7/15/2015
2719,6/4/2018
1225,4/22/2022
47,1/18/2018
284,5/17/2022
1158,9/18/2021
433,12/25/2012
1667,3/27/2022
29,12/1/2021
839,9/17/2017
773,12/18/2020
413,3/11/2018
995,10/19/2016
304,2/26/2014
2297,11/1/2016
354,12/28/2014
1177,4/15/2022
1320,11/16/2020
1859,5/2/2019
485,3/9/2015
2395,8/6/2018
413,12/24/2015
2657,12/17/2018
413,10/6/2014
1394,7/16/2020
2632,4/1/2017
871,11/28/2013
534,5/22/2018
2802,10/22/2019
433,12/27/2020
304,3/13/2019
1885,4/5/2018
1467,7/16/2017
1178,3/14/2022
47,4/18/2022
1394,3/16/2018
1742,7/19/2019
1414,11/3/2019
47,9/18/2018
3031,12/20/2019
413,8/6/2013
1352,4/17/2021
833,2/28/2022
511,4/1/2020
534,4/28/2020
475,12/19/2015
1859,10/2/2020
2744,7/5/2017
2405,10/31/2015
2196,10/18/2016
534,5/31/2019
2632,11/1/2020
464,6/1/2018
845,5/17/2019
1015,12/6/2020
468,2/15/2015
1401,8/17/2016
935,4/29/2015
463,7/2/2021
534,6/23/2016
16,11/22/2021
2008,6/19/2018
1329,9/7/2018
2297,1/1/2021
2395,10/6/2019
1320,5/16/2019
1859,3/2/2018
452,12/4/2015
2297,2/1/2022
227,4/15/2019
354,3/17/2018
511,8/16/2014
1306,12/4/2021
1894,1/17/2017
2657,10/15/2017
845,5/17/2017
354,2/17/2022
1356,10/20/2020
542,5/18/2016
2245,9/5/2021
935,1/21/2015
413,9/6/2014
1352,9/17/2016
833,6/29/2021
895,10/23/2020
1414,5/3/2018
413,12/20/2012
1329,7/7/2018
1125,4/19/2022
1007,2/1/2021
2245,11/5/2020
413,10/11/2016
2043,11/18/2018
537,11/24/2015
2602,12/21/2021
528,9/27/2021
2212,10/15/2019
452,6/4/2019
2196,9/18/2016
1401,12/20/2021
534,11/30/2017
557,4/27/2018
470,6/24/2017
1467,10/16/2020
485,7/9/2018
1007,10/1/2017
839,9/17/2016
354,7/28/2021
463,2/2/2018
1352,5/17/2020
835,10/6/2019
354,9/17/2020
1015,10/6/2020
1414,8/3/2014
464,7/1/2019
475,12/21/2017
16,4/22/2022
2395,4/6/2021
1329,2/7/2020
1394,5/16/2022
354,3/28/2018
534,3/23/2018
463,10/2/2019
840,8/2/2018
1007,6/1/2018
354,11/28/2015
305,11/28/2018
2146,12/1/2021
1186,3/14/2022
2562,8/16/2021
497,12/13/2017
2378,5/2/2018
16,4/22/2018
1467,4/16/2017
1381,6/6/2021
485,1/9/2018
537,9/20/2013
1001,7/17/2017
863,12/30/2014
2089,8/31/2021
485,10/9/2015
782,12/31/2021
511,10/1/2021
463,7/2/2019
2326,2/19/2018
1885,4/13/2022
485,9/9/2019
839,4/17/2018
1428,2/17/2017
2562,5/16/2021
840,11/5/2020
2562,9/16/2018
2395,5/6/2020
1894,6/17/2019
995,1/19/2022
2297,2/1/2019
553,1/2/2019
2212,10/15/2021
524,6/16/2017
518,1/19/2019
1885,10/5/2016
2313,6/5/2017
485,2/9/2018
840,10/5/2018
413,12/11/2014
1329,2/7/2022
47,5/18/2020
304,9/5/2018
1323,11/25/2014
2212,4/15/2019
2297,9/1/2019
1885,8/5/2020
406,12/31/2016
537,3/19/2014
2386,12/25/2019
1414,8/3/2020
1320,6/16/2019
2089,3/31/2021
498,12/13/2013
1885,5/5/2020
1667,10/27/2020
2657,6/15/2020
468,9/17/2020
485,4/9/2021
1885,6/5/2020
840,1/5/2022
845,11/17/2016
2043,6/18/2017
839,6/17/2018
1742,11/19/2020
600,12/15/2017
1352,5/17/2019
454,11/17/2014
2802,4/29/2019
553,4/27/2022
413,1/11/2017
839,6/17/2019
452,11/4/2019
995,5/19/2018
284,5/17/2018
463,1/2/2018
14,12/19/2016
839,12/17/2016
518,4/18/2018
835,12/6/2018
501,5/2/2013
1323,3/25/2020
1015,7/1/2017
995,12/19/2020
468,8/15/2014
846,5/10/2021
1007,4/1/2022
995,7/19/2018
354,8/17/2018
464,5/1/2017
1323,3/25/2016
833,8/29/2018
1894,11/10/2018
835,6/6/2016
839,3/17/2019
2245,3/5/2018
840,2/5/2018
1320,10/16/2020
2089,5/31/2018
1352,2/17/2021
354,8/28/2014
833,7/29/2019
412,12/31/2014
2999,7/1/2017
413,12/6/2013
1001,1/17/2018
863,10/30/2015
1323,4/25/2017
1015,6/6/2020
1467,1/16/2017
2395,3/6/2019
1428,12/17/2017
16,7/22/2017
1467,3/16/2017
1320,1/16/2020
468,3/15/2015
848,5/2/2018
1001,12/17/2018
2395,11/6/2021
2089,5/31/2019
1929,5/1/2021
1323,2/25/2019
1401,7/17/2018
325,9/22/2021
1205,4/26/2022
524,6/16/2022
1742,1/19/2017
485,7/9/2020
1859,3/2/2020
1068,1/4/2015
840,4/5/2021
1929,2/1/2022
2008,5/19/2022
354,12/17/2017
2238,7/9/2018
2703,7/24/2020
1929,8/1/2015
835,12/6/2015
485,6/9/2020
1381,9/6/2017
413,8/11/2017
995,3/19/2019
840,9/5/2018
1015,4/1/2017
14,3/19/2018
833,6/29/2019
2632,3/1/2018
1742,6/19/2017
1394,8/16/2017
1001,3/17/2022
1394,2/16/2020
2999,4/1/2017
534,2/24/2014
464,11/1/2017
1320,4/16/2022
277,3/11/2017
1352,9/17/2020
413,2/11/2018
354,9/28/2020
787,6/28/2022
1356,9/19/2016
2043,7/18/2019
1356,4/20/2020
468,1/15/2016
1742,7/19/2017
511,8/16/2015
1859,3/2/2019
1015,5/13/2021
1214,3/14/2022
1381,3/6/2017
863,11/30/2016
935,4/18/2013
409,11/26/2021
1001,1/17/2020
2212,1/15/2021
846,8/10/2018
511,7/1/2020
2043,12/18/2016
1323,9/25/2013
2744,2/5/2017
433,12/29/2021
2297,3/1/2021
839,11/17/2016
1885,7/5/2020
1329,5/7/2022
354,9/17/2019
845,10/17/2018
1894,2/17/2017
848,8/1/2016
2398,1/21/2020
840,7/5/2017
534,10/25/2018
1859,6/2/2019
524,4/16/2020
1467,6/16/2017
1314,12/11/2021
1414,1/3/2018
3014,12/31/2018
1742,8/19/2021
2089,5/31/2021
1929,6/1/2017
1428,11/17/2018
511,6/1/2018
2297,2/1/2018
2089,11/30/2018
1414,12/3/2020
1001,10/17/2016
534,5/22/2018
1499,9/9/2021
524,9/16/2018
1007,2/1/2020
261,6/7/2022
511,11/1/2016
263,2/27/2017
1381,5/6/2021
2313,9/5/2017
2657,5/15/2018
1356,5/20/2022
2632,12/1/2018
1894,9/17/2020
2297,5/1/2021
354,2/28/2013
354,7/17/2018
1381,7/6/2019
470,6/22/2019
845,6/17/2018
354,5/28/2015
485,9/9/2015
846,2/10/2021
1007,5/1/2022
1467,9/16/2017
2632,9/1/2021
1929,7/1/2019
511,11/1/2018
1929,5/1/2017
2999,12/1/2017
661,2/27/2017
1467,11/16/2020
47,6/18/2021
2212,3/15/2018
2196,12/18/2016
1221,3/15/2022
16,11/22/2017
354,6/28/2017
1428,4/17/2019
2386,12/31/2016
20,12/3/2015
835,6/6/2022
354,2/17/2019
1401,3/17/2019
354,10/28/2021
1323,6/25/2014
1742,11/19/2018
511,9/1/2016
2245,6/5/2021
2326,9/30/2021
1414,12/3/2014
597,4/3/2019
485,3/9/2014
1320,8/16/2020
2297,1/1/2019
962,11/4/2016
1667,11/27/2016
2275,7/23/2017
277,5/3/2017
16,2/22/2022
485,12/9/2013
600,11/28/2016
535,10/1/2021
524,7/16/2020
1885,6/13/2021
2043,2/18/2019
1006,1/1/2017
46,9/18/2016
463,11/2/2016
413,10/6/2013
1859,9/2/2020
840,1/5/2018
1381,7/6/2017
524,4/16/2021
1859,11/2/2018
277,1/13/2017
1859,5/2/2018
1929,4/1/2020
1320,10/16/2021
511,9/1/2021
2703,1/24/2021
2562,7/16/2021
452,8/4/2015
995,6/19/2022
452,12/4/2020
1195,6/4/2022
2043,3/18/2018
28,1/29/2018
1320,1/16/2022
553,4/30/2022
2802,5/31/2019
2395,5/6/2017
839,1/17/2022
537,11/29/2012
485,4/9/2018
1052,2/3/2021
1352,11/17/2021
354,5/17/2022
1894,9/17/2016
511,10/1/2016
